descripcion,valor_usd,valor_pen,categoria,subcategoria,idioma,es_sintetico
Pago de compra de vehículo en Mercado Libre,804.99,2978.65,Compras,Vehículo,es,True
tienda de cuidado personal - cuidado de la piel,393.25,1455.06,Cuidado personal,Cuidado de la piel,es,True
centro médico - clase de yoga,179.61,664.56,Salud y bienestar,Entrenamiento,es,True
ropa / Mercado Libre,99.45,367.96,Compras,Ropa,es,True
Pago de transporte público en estación de servicio,33.88,125.35,Transporte,Transporte público,es,True
proveedor de internet - recibo de electricidad,151.98,562.31,Servicios,Electricidad,es,True
Compra en LATAM: boleto aéreo,333.42,1233.65,Viajes,Vuelo,es,True
Pagamento de eletrônicos em Mercado Libre - PIX,504.48,1866.6,Compras,Electrónica,pt,True
compra de vehículo / tienda departamental,1404.2,5195.74,Compras,Vehículo,es,True
transporte público / estación de servicio,69.78,258.18,Transporte,Transporte público,es,True
café / Rappi,22.13,81.87,Alimentación,Cafetería,es,True
pago diverso - pago varios,132.1,488.77,Otros,Otros,es,True
Pago de transporte público en Cabify,54.95,203.29,Transporte,Transporte público,es,True
Toothpaste,13.43,49.69,Cuidado personal,Higiene,en,False
Compra en Avon: champú,68.16,252.18,Cuidado personal,Higiene,es,True
Movie Tickets,24.78,91.69,Entretenimiento,Cine,en,False
Pago de compra diversa en servicio general,264.7,979.4,Otros,Otros,es,True
Pago de combustible en estación de servicio,67.55,249.93,Transporte,Combustible,es,True
Pago de boleto aéreo en LATAM,137.05,507.11,Viajes,Vuelo,es,True
Compra em Mercado Libre: eletrônicos - PIX,696.41,2576.79,Compras,Electrónica,pt,True
Netflix - jantar com amigos,31.58,116.84,Entretenimiento,Eventos,pt,True
roupas / Mercado Libre,76.24,282.08,Compras,Ropa,pt,True
Purchase at cine local: crochet supplies,70.6,261.2,Entretenimiento,Lectura y pasatiempos,en,True
streaming service / Spotify,45.96,170.04,Entretenimiento,Streaming,en,True
Compra en comercio no identificado: pago varios,73.11,270.48,Otros,Otros,es,True
Compra en Spotify: videojuegos,231.85,857.84,Entretenimiento,Videojuegos,es,True
Oxxo - pan,23.82,88.09,Alimentación,Supermercado,es,True
Mercado Libre - eletrônicos,627.27,2320.94,Compras,Electrónica,pt,True
Udemy - libros,51.37,190.05,Educación,Libros,es,True
Compra en Avon: cuidado de la piel,227.51,841.8,Cuidado personal,Cuidado de la piel,es,True
Compra em gimnasio local: consulta odontológica,270.83,1002.07,Salud y bienestar,Odontología,pt,True
institución educativa - plataforma de aprendizaje,33.15,122.65,Educación,Plataformas de aprendizaje,es,True
cuidados com a pele / Natura,733.98,2715.8,Cuidado personal,Cuidado de la piel,pt,True
Books,126.88,469.46,Educación,Libros,en,False
Compra en proveedor de internet: recibo de electricidad,74.67,276.24,Servicios,Electricidad,es,True
Compra en Netflix: suscripción a revista,39.24,145.17,Entretenimiento,Revistas,es,True
Pago de materiales educativos en Coursera,141.98,525.31,Educación,Materiales educativos,es,True
materiales de arte / cine local,356.13,1317.71,Entretenimiento,Lectura y pasatiempos,es,True
Jumbo - café,41.79,154.61,Alimentación,Cafetería,es,True
calzado / tienda departamental,363.15,1343.68,Compras,Calzado,es,True
Netflix - entradas de cine,45.33,167.73,Entretenimiento,Cine,es,True
Pago de combustible en Cabify,30.01,111.01,Transporte,Combustible,es,True
Udemy - livros,130.68,483.51,Educación,Libros,pt,True
Pago de compra diversa en pago diverso,339.31,1255.47,Otros,Otros,es,True
Pago de recibo de electricidad en empresa de servicios,245.92,909.89,Servicios,Electricidad,es,True
Compra en cine local: entradas de cine,190.25,703.94,Entretenimiento,Cine,es,True
Compra en institución educativa: clases de idiomas - billetera móvil,56.79,210.09,Educación,Cursos,es,True
Pago de taxi o aplicativo en Uber - Mercado Pago,110.08,407.28,Transporte,Taxi y aplicativo,es,True
alquiler de vivienda / servicio del hogar,265.91,983.99,Vivienda,Alquiler,es,True
Jumbo - café,25.18,93.15,Alimentación,Cafetería,es,True
Compra en cine local: entradas de cine - Nequi,69.54,257.29,Entretenimiento,Cine,es,True
farmacia local - membresía de gimnasio,163.9,606.42,Salud y bienestar,Gimnasio,es,True
roupas / comercio local - PIX,218.68,809.13,Compras,Ropa,pt,True
Pago de juegos infantiles en Miniso,229.43,848.89,Regalos,Juguetes,es,True
Personal Trainer,635.81,2352.5,Salud y bienestar,Entrenamiento,en,False
Compra en servicio del hogar: alquiler de vivienda - Mercado Pago,1069.67,3957.87,Vivienda,Alquiler,es,True
Compra en Cabify: combustible - SPEI,107.08,396.19,Transporte,Combustible,es,True
Compra en Avon: pasta dental,29.79,110.2,Cuidado personal,Higiene,es,True
Pago de servicio no identificado en servicio general,142.65,527.78,Otros,Otros,es,True
Compra en cine local: suscripción a revista,27.08,100.16,Entretenimiento,Revistas,es,True
iFood - fast food,52.77,195.21,Alimentación,Comida rápida,pt,True
Natura - champú,29.81,110.31,Cuidado personal,Higiene,es,True
Pago de pan en Coto,49.91,184.66,Alimentación,Supermercado,es,True
Compra en Mercado Libre: compra de vehículo,1444.17,5343.64,Compras,Vehículo,es,True
Compra en Tottus: pan,33.08,122.36,Alimentación,Supermercado,es,True
Pago de servicio no identificado en servicio general,23.6,87.28,Otros,Otros,es,True
proveedor de internet - recibo de electricidad - SPEI,154.69,572.33,Servicios,Electricidad,es,True
mantenimiento del hogar / arrendador,224.51,830.72,Vivienda,Mantenimiento del hogar,es,True
Compra em comercio no identificado: pagamento diversos,73.23,270.93,Otros,Otros,pt,True
Booking - passagem aérea,237.29,877.98,Viajes,Vuelo,pt,True
entradas para concierto / Netflix,315.69,1168.07,Entretenimiento,Eventos,es,True
videojuegos / Spotify,113.32,419.31,Entretenimiento,Videojuegos,es,True
Pago de materiales de arte en Spotify,246.59,912.38,Entretenimiento,Lectura y pasatiempos,es,True
cine local - materiales para tejido,189.66,701.75,Entretenimiento,Lectura y pasatiempos,es,True
Compra em empresa de servicios: conta de água,90.95,336.49,Servicios,Agua,pt,True
Pago de tarjeta de regalo en Miniso,93.36,345.4,Regalos,Tarjeta de regalo,es,True
compra de vehículo / Mercado Libre,1301.4,4815.38,Compras,Vehículo,es,True
compra de vehículo / comercio local,1440.19,5328.88,Compras,Vehículo,es,True
florería local - joyería,465.8,1723.47,Regalos,Joyería,es,True
Compra en Udemy: libros,168.57,623.7,Educación,Libros,es,True
Compra en Natura: jabón,47.97,177.45,Cuidado personal,Higiene,es,True
farmacia local - entrenador personal,355.17,1314.15,Salud y bienestar,Entrenamiento,es,True
alojamiento en hotel / Booking,174.01,643.83,Viajes,Alojamiento,es,True
comida rápida / Tottus,108.49,401.38,Alimentación,Comida rápida,es,True
Miniso - flores,56.01,207.2,Regalos,Flores,es,True
Medicine,704.99,2608.46,Salud y bienestar,Farmacia,en,False
comercio no identificado - pago varios,178.28,659.64,Otros,Otros,es,True
servicio de streaming / Spotify,29.78,110.17,Entretenimiento,Streaming,es,True
Pago de taxi o aplicativo en Uber,69.65,257.71,Transporte,Taxi y aplicativo,es,True
clases de idiomas / institución educativa - PIX,97.85,362.02,Educación,Cursos,es,True
champú / Avon,115.55,427.52,Cuidado personal,Higiene,es,True
libros / Udemy,80.81,299.0,Educación,Libros,es,True
Compra en Udemy: clases de idiomas,92.14,340.91,Educación,Cursos,es,True
alquiler de vivienda / arrendador,425.45,1574.23,Vivienda,Alquiler,es,True
Pago de combustible en estación de servicio,51.27,189.68,Transporte,Combustible,es,True
recibo de electricidad / empresa eléctrica,147.7,546.49,Servicios,Electricidad,es,True
Compra en Tottus: snacks,24.06,88.99,Alimentación,Supermercado,es,True
tienda de cuidado personal - pasta dental,25.22,93.31,Cuidado personal,Higiene,es,True
Compra en Netflix: servicio de streaming,162.31,600.54,Entretenimiento,Streaming,es,True
Udemy - libros,96.97,358.78,Educación,Libros,es,True
suscripción a revista / cine local,122.91,454.74,Entretenimiento,Revistas,es,True
empresa de servicios - recibo de gas,130.63,483.33,Servicios,Gas domiciliario,es,True
centro médico - equipamento de treino,225.0,832.51,Salud y bienestar,Equipamiento deportivo,pt,True
Spotify - cena con amigos - Nequi,279.57,1034.41,Entretenimiento,Eventos,es,True
Pago de joyería en florería local,441.07,1632.01,Regalos,Joyería,es,True
iFood - pão,17.47,64.6,Alimentación,Supermercado,pt,True
alojamiento en hotel / LATAM,195.61,723.75,Viajes,Alojamiento,es,True
Compra en Coto: café - Mercado Pago,43.66,161.53,Alimentación,Cafetería,es,True
servicio de streaming / Spotify,47.64,176.24,Entretenimiento,Streaming,es,True
Compra en tienda de regalos: joyería,347.06,1284.14,Regalos,Joyería,es,True
Compra en Booking: alojamiento en hotel,76.96,284.77,Viajes,Alojamiento,es,True
matrícula académica / institución educativa,58.78,217.47,Educación,Matrícula,es,True
Pagamento de videogames em Spotify,94.62,350.07,Entretenimiento,Videojuegos,pt,True
Compra em gimnasio local: consulta odontológica,225.09,832.85,Salud y bienestar,Odontología,pt,True
Compra em administración residencial: aluguel,1351.93,5002.31,Vivienda,Alquiler,pt,True
productos electrónicos / Mercado Libre,734.47,2717.59,Compras,Electrónica,es,True
Pago de pago varios en pago diverso,100.74,372.75,Otros,Otros,es,True
Compra en tienda de cuidado personal: jabón,59.21,219.05,Cuidado personal,Higiene,es,True
Netflix - materiales para tejido,64.09,237.13,Entretenimiento,Lectura y pasatiempos,es,True
pago varios / pago diverso,253.36,937.44,Otros,Otros,es,True
Payment for miscellaneous purchase at servicio general,117.75,435.68,Otros,Otros,en,True
joyería / tienda de regalos,372.6,1378.65,Regalos,Joyería,es,True
Compra en servicio del hogar: alquiler de vivienda,140.68,520.52,Vivienda,Alquiler,es,True
Compra en supermercado local: leche,6.74,24.9,Alimentación,Supermercado,es,True
Payment for miscellaneous payment at comercio no identificado,31.06,114.92,Otros,Otros,en,True
Natura - peluquería,251.27,929.72,Cuidado personal,Peluquería,es,True
arrendador - aluguel,54.55,201.85,Vivienda,Alquiler,pt,True
Compra en gimnasio local: consulta dental,60.38,223.38,Salud y bienestar,Odontología,es,True
centro médico - equipamento de treino,436.2,1613.97,Salud y bienestar,Equipamiento deportivo,pt,True
Compra en pago diverso: servicio no identificado,203.83,754.17,Otros,Otros,es,True
pago varios / servicio general,11.14,41.19,Otros,Otros,es,True
Udemy - materiales educativos,295.57,1093.62,Educación,Materiales educativos,es,True
Pago de recibo de agua en empresa eléctrica,44.95,166.3,Servicios,Agua,es,True
Pago de combustible en Cabify,82.58,305.55,Transporte,Combustible,es,True
flores / Miniso,172.35,637.68,Regalos,Flores,es,True
Líder - snacks,82.68,305.88,Alimentación,Supermercado,es,True
boleto aéreo / LATAM,98.52,364.51,Viajes,Vuelo,es,True
cuidado de la piel / tienda de cuidado personal,275.8,1020.45,Cuidado personal,Cuidado de la piel,es,True
Compra en app de delivery: comida rápida - billetera digital,101.07,373.95,Alimentación,Comida rápida,es,True
Pago de champú en Avon,117.87,436.12,Cuidado personal,Higiene,es,True
eletrônicos / comercio local,666.91,2467.66,Compras,Electrónica,pt,True
Pago de consulta médica en centro médico,289.98,1072.94,Salud y bienestar,Consulta médica,es,True
Compra en farmacia local: medicamentos,827.1,3060.33,Salud y bienestar,Farmacia,es,True
taxi o aplicativo / Uber,103.07,381.36,Transporte,Taxi y aplicativo,es,True
estación de servicio - taxi o aplicativo,100.75,372.76,Transporte,Taxi y aplicativo,es,True
tienda de cuidado personal - pasta dental,10.15,37.53,Cuidado personal,Higiene,es,True
Coto - café,46.29,171.24,Alimentación,Cafetería,es,True
app de delivery - frutas,61.1,226.06,Alimentación,Supermercado,es,True
alquiler de vivienda / servicio del hogar,832.86,3081.69,Vivienda,Alquiler,es,True
recibo de gas / empresa de servicios,261.17,966.34,Servicios,Gas domiciliario,es,True
reparación vehicular / estación de servicio,431.04,1594.87,Transporte,Mantenimiento vehicular,es,True
Compra en administración residencial: alquiler de vivienda,211.82,783.73,Vivienda,Alquiler,es,True
empresa de servicios - recibo de agua,154.35,571.1,Servicios,Agua,es,True
comercio no identificado - pago varios,69.27,256.27,Otros,Otros,es,True
Pago de ropa en tienda departamental,49.4,182.78,Compras,Ropa,es,True
Pago de servicio no identificado en pago diverso,40.26,148.94,Otros,Otros,es,True
Soap,23.02,85.17,Cuidado personal,Higiene,en,False
Compra en Mercado Libre: calzado,101.32,374.89,Compras,Calzado,es,True
Pago de consulta médica en gimnasio local - SPEI,361.91,1339.08,Salud y bienestar,Consulta médica,es,True
Pagamento de transporte público em Cabify,33.79,125.0,Transporte,Transporte público,pt,True
equipo para ejercicio / centro médico - SPEI,374.98,1387.45,Salud y bienestar,Equipamiento deportivo,es,True
Pago de ropa en Mercado Libre,29.34,108.53,Compras,Ropa,es,True
Compra en Cabify: transporte público,25.22,93.3,Transporte,Transporte público,es,True
Pago de pasta dental en Avon,92.67,342.88,Cuidado personal,Higiene,es,True
recibo de gas / empresa eléctrica,51.23,189.54,Servicios,Gas domiciliario,es,True
Compra em estación de servicio: táxi ou aplicativo,69.89,258.6,Transporte,Taxi y aplicativo,pt,True
transporte público / Uber,21.97,81.28,Transporte,Transporte público,pt,True
Pago de recibo de agua en empresa de servicios,106.96,395.72,Servicios,Agua,es,True
ropa / tienda departamental,99.38,367.7,Compras,Ropa,es,True
hotel local - boleto aéreo,174.3,644.93,Viajes,Vuelo,es,True
Pago de reparación vehicular en estación de servicio,230.9,854.33,Transporte,Mantenimiento vehicular,es,True
Pão de Açúcar - frango,75.43,279.08,Alimentación,Supermercado,pt,True
Pago de materiales educativos en Coursera,63.2,233.8,Educación,Materiales educativos,es,True
combustible / Uber,129.63,479.62,Transporte,Combustible,es,True
Spotify - suscripción a revista,19.03,70.4,Entretenimiento,Revistas,es,True
Pago de verduras en Walmart,100.93,373.41,Alimentación,Supermercado,es,True
Booking - boleto aéreo - billetera móvil,211.28,781.74,Viajes,Vuelo,es,True
materiales para tejido / Netflix,129.52,479.21,Entretenimiento,Lectura y pasatiempos,es,True
Miniso - tarjeta de regalo,135.58,501.65,Regalos,Tarjeta de regalo,es,True
gimnasio local - equipo para ejercicio,448.42,1659.19,Salud y bienestar,Equipamiento deportivo,es,True
Pago de cena con amigos en Netflix,182.74,676.15,Entretenimiento,Eventos,es,True
institución educativa - livros,113.55,420.13,Educación,Libros,pt,True
Pago de café en restaurante local,79.71,294.89,Alimentación,Cafetería,es,True
centro médico - membresía de gimnasio,41.82,154.73,Salud y bienestar,Gimnasio,es,True
Compra en PedidosYa: pan,25.03,92.58,Alimentación,Supermercado,es,True
alquiler de vivienda / administración residencial,1571.57,5814.96,Vivienda,Alquiler,es,True
suscripción a revista / Spotify,48.84,180.69,Entretenimiento,Revistas,es,True
Hotel Stay,323.31,1196.25,Viajes,Alojamiento,en,False
Pago de comida en restaurante en Tottus,85.9,317.82,Alimentación,Restaurante,es,True
refeição em restaurante / iFood,241.85,894.86,Alimentación,Restaurante,pt,True
Pago de pasta dental en tienda de cuidado personal,17.76,65.69,Cuidado personal,Higiene,es,True
Compra em gimnasio local: aula de yoga,66.93,247.61,Salud y bienestar,Entrenamiento,pt,True
Pagamento de materiais de arte em cine local,27.47,101.66,Entretenimiento,Lectura y pasatiempos,pt,True
Pago de compra de vehículo en Mercado Libre,581.08,2150.09,Compras,Vehículo,es,True
Payment for movie tickets at Netflix,82.06,303.6,Entretenimiento,Cine,en,True
Compra em empresa de servicios: conta de água,59.02,218.35,Servicios,Agua,pt,True
estación de servicio - reparación vehicular,271.73,1005.44,Transporte,Mantenimiento vehicular,es,True
Compra em centro médico: personal trainer - PIX,406.08,1502.51,Salud y bienestar,Entrenamiento,pt,True
Dinner with Friends,258.57,956.71,Entretenimiento,Eventos,en,False
cine local - videojuegos - PIX,101.36,375.03,Entretenimiento,Videojuegos,es,True
Compra en Líder: leche,6.56,24.26,Alimentación,Supermercado,es,True
